nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Manuela Calderón Nevárez,macane923@marmol.com,SuMWDgN0hFR4,Manuelanevárez684,+56 2 9195 4838,27629691,0,,,,4
Rebeca Moreno Henríquez,remohe548@wass.com,XYbft5J1FJPzIL,Rebecahenríquez526,+56 9 2851 0115,26987432,0,,,,5
Alberto Montañez Magaña,alberto2628575@viajesanma.com,J0XOTReH,almoma134,+56 2 4864 2453,26034036,2555,,,,0
Alfredo Gurule Batista,Alfredobatista191@wass.com,RblB5RNYGfTQLmIE,alguba149,+56 9 0262 7099,26926297,9138,,,,4
Norma Villareal Salcedo,Normasalcedo265@outluc.com,tyUG1dZ5DmgEP,Normasalcedo793,+56 9 2180 4651,20006807,0,,,,6
Sta. Hernán Perales Vélez,Sta.vélez884@tourket.com,V8UtiVytGUWDKr,sthepevé752,+56 2 6266 8447,24930540,20836,,,,5
Sr. Ana Correa Vázquez,srancová158@edubus.cal,SY3tNIdRR6p,srancová518,+56 9 7103 2431,27169014,1908,,,,2
Catalina Cavazos Salcido,catalina4810838@viajesanma.com,u5rWg6dE9Jd,catalina1469140,+56 9 0956 8096,17214830,0,,,,1
Lucia Tamez León,lutale886@outluc.com,U3UoBbdSWnBuoN,lutale551,+56 9 5584 0172,28498546,4379,,,,K
Sra. Pablo Ochoa Mendoza,srpaocme646@marmol.com,3Fp1dUNAI1Qa,srpaocme234,+56 9 5830 8754,21957859,0,,,,8
Yolanda Rojas Caraballo,Yolandacaraballo274@tourket.com,9CHI5ahna89,yolanda9159357,+56 2 6610 9678,26159638,12067,,,,5
Norma Irizarry Pacheco,Normapacheco285@tourket.com,3vcnJLICHZ2iz895,noirpa532,+56 9 8224 2131,11646223,0,,,,0
Carlota Valenzuela Tello,cavate598@marmol.com,H0Epe0juq1FNl,carlota2773829,+56 2 8304 9936,28071217,0,,,,5
Ramiro Casillas Dávila,racadá463@viajes.cl,mrUuV5sWBNT2qzFv,racadá485,+56 9 9835 3578,15446882,,Diurno,,Full time,K
Micaela León Vanegas,mileva171@tourket.com,S88upo2pL,mileva937,+56 2 6647 9258,22527277,15321,,,,8
Julia Alcántar Urbina,Juliaurbina492@viajes.cl,6D3ZRacbHglIgA,Juliaurbina222,+56 2 3069 7004,13524533,,,Colmena,Part time,K
Germán Galarza Reséndez,germán9415362@wass.com,VJk63MhuiY,Germánreséndez895,+56 2 4333 4690,29449768,0,,,,4
Federico Núñez Gómez,Federicogómez107@viajes.cl,gVDc6suNnsSO,federico547908,,15910286,,Diurno,Fonasa,,6
Sr. Alejandro Chacón Anaya,sr.1848142@outluc.com,w02p2tOeEdfk0SC,sr.8363950,+56 9 9331 3833,15215638,,,,,3
Esperanza Segura Banda,Esperanzabanda816@edubus.cal,CzoCh6Uj4KYT,esperanza6785262,+56 9 6067 3905,18872421,2876,,,,3
Juan Altamirano Hinojosa,Juanhinojosa700@edubus.cal,8HAWlVJB0,Juanhinojosa976,+56 2 3476 3251,22760521,16811,,,,9
Esteban Apodaca Barragán,esteban5922560@marmol.com,la97OBMUyoXcqt9,Estebanbarragán854,+56 9 7786 5243,11673482,1490,,,,6
Sra. Leonor Soria Ceballos,sra.2243479@viajesanma.com,nnohX39XcCoKN,srlesoce904,+56 2 5845 3084,15458407,3114,,,,2
Jaime Olmos Cardona,jaime9812696@viajesanma.com,TnPW2L4tPvrCj2aX,jaime8384986,+56 2 3589 1077,11660007,,,,,2
Carolina Cruz Puente,carolina2121937@wass.com,TFDzZWRvGXrt2Pb,carolina3910355,,25574681,127,,,,2
Débora Zambrano Collado,Déboracollado553@wass.com,ehSzdCc3I,Déboracollado953,+56 9 0374 2567,14495461,3357,,,,0
María José Mojica Cuellar,maría2605675@outluc.com,AtbeqBftO1fDS,majomocu903,,24729815,,,,,0
Ignacio Marín Noriega,igmano562@marmol.com,fLm5XwHwCxESrV,ignacio193599,+56 9 8436 6209,11916623,,,,,3
Ernesto Ulibarri Espinal,Ernestoespinal896@outluc.com,rhlXylw3AzH6,ernesto4309756,+56 2 6501 0129,13338670,3357,,,,K
Santiago Lozada Ruiz,santiago9224193@viajesanma.com,MMokArRWfV0,santiago4010244,+56 9 1600 9413,10724239,25002,,,,2
María Cristina Apodaca Lemus,maría2008760@marmol.com,nMv8iTEMR,Maríalemus241,+56 2 1409 3939,26072622,18739,,,,6
Pablo Uribe Chacón,pablo6068667@tourket.com,f0Q5jTU6X,paurch792,+56 9 5766 2456,27388585,7481,,,,4
Sta. Gabriela Sarabia Henríquez,Sta.henríquez142@marmol.com,bHul4HwZFvRU,Sta.henríquez606,+56 2 2420 2851,15223214,13954,,,,4
Caridad Colón Valdez,Caridadvaldez497@wass.com,W0mDltSiA8QXBD,caridad494352,+56 2 1026 6764,15045507,7619,,,,3
Martín Cervántez Maya,Martínmaya799@outluc.com,IzyRy7Z3,macema806,+56 2 2752 1334,14050464,3950,,,,5
Natalia Ceja Anguiano,Nataliaanguiano799@marmol.com,FuIP8hsy5iK,natalia3879947,,22872672,2286,,,,9
Sta. Daniela Delvalle Valdez,stdadeva423@tourket.com,2Egee1PM4xBGo3,Sta.valdez805,+56 9 9530 0619,26039218,0,,,,2
Juan Duarte Quesada,juan7210956@viajesanma.com,N41QAYtBQxab,juduqu901,+56 9 3586 1088,29715710,7209,,,,8
Silvia Solorio Briseño,silvia3295502@tourket.com,lXH00nDJBaCdLU,Silviabriseño342,+56 2 4482 0241,15158298,12244,,,,2
Sra. Alejandra Paz Griego,sra.7140916@viajes.cl,HoL8ZP0xElzDOiIT,sra.7469780,+56 2 0308 6254,19208730,,,Más vida,Full time,9
Antonio Jasso Burgos,antonio6322474@wass.com,l9V87v2F,Antonioburgos576,+56 2 0086 5306,12329580,,,,,3
Nicolás Lerma Vega,Nicolásvega304@outluc.com,mGouvrg36mUB9,nileve339,+56 2 8182 7817,17648652,6409,,,,K
Esteban Urrutia Nevárez,esurne394@viajes.cl,kZ1obGQEv3w,esteban5837448,+56 2 3383 9220,24166148,,,Banmédica,Full time,2
Diego Calderón Chacón,dicach581@edubus.cal,8DA9xsYRork82Y,dicach971,+56 2 7263 4365,13959013,12504,,,,9
Carlos Archuleta Leyva,Carlosleyva397@viajesanma.com,ZyUOvrSKuTTY81z8,carlos6863607,,16157401,5610,,,,5
Elsa Dávila Henríquez,Elsahenríquez197@marmol.com,Yz7YEvwejOSIcq3c,Elsahenríquez570,+56 9 7642 3509,18408904,10386,,,,1
Débora Bermúdez Mora,Déboramora187@outluc.com,Zn9X92UOR,débora1049272,+56 2 0489 2269,28459048,1868,,,,1
Julio César Roldán Jimínez,julio2912437@viajesanma.com,D9I5weW2816M,julio1353605,+56 2 9618 7552,25232722,8130,,,,3
Esteban Granado Olmos,Estebanolmos922@marmol.com,2I6o2sdy,esteban7533313,+56 2 9244 3236,14884480,2556,,,,1
Gerardo Polanco Tapia,gepota815@tourket.com,6rINBXTxKPbo,gerardo3016584,+56 9 8492 9197,21985095,2998,,,,6
Carla Aragón Tejeda,carla9500760@outluc.com,6HrbVR84n7NzVez,Carlatejeda803,+56 2 6795 3765,19835721,4074,,,,9
Lorena Ramos Arguello,Lorenaarguello179@edubus.cal,1OpMwnLNaOhk,loraar737,+56 2 2574 7580,12873979,12639,,,,3
María Teresa Delafuente Bueno,Maríabueno318@outluc.com,wyHiMc3MBkG62Rdg,maría2154104,+56 9 2952 2682,14523479,9996,,,,4
Mónica Venegas Rael,Mónicarael849@marmol.com,445WRbFqPJ5,móvera592,+56 9 0946 3015,23346261,873,,,,6
Mariano Vargas Jaimes,mariano5020277@wass.com,UgA8z16HuIg,mariano2501607,+56 2 6446 5295,23425061,1883,,,,2
Ignacio Villalpando Castañeda,Ignaciocastañeda981@marmol.com,WZJ8tw9g,igvica702,+56 9 1111 9813,21531018,7540,,,,3
Anita Meraz Salazar,anita5912868@viajes.cl,0QgEZJUaoLl8I3a,Anitasalazar987,+56 2 5782 5966,14591293,,Nocturno,Banmédica,,8
Sta. José Eduardo Espinal Guzmán,Sta.guzmán435@viajesanma.com,4ZQLZKt12JujejkZ,Sta.guzmán429,+56 2 8667 4711,14908736,5843,,,,2
Sr. Laura Irizarry Arellano,srlairar358@tourket.com,6K8WWgi5aYy4R6AT,Sr.arellano520,+56 9 4959 1466,20776811,19959,,,,1
Manuela Holguín Solís,mahoso306@viajesanma.com,VmixUa4XGH,mahoso185,+56 2 9211 6110,13395098,0,,,,2
Joaquín Espinoza Gaitán,joaquín8944607@marmol.com,I4Pth2mYgQaoUm52,joaquín3572247,+56 9 7098 8668,24732874,4200,,,,2
Luis Domínguez Montalvo,ludomo853@marmol.com,Tp5RtTEGp,ludomo351,+56 2 2445 7406,19510532,0,,,,4
Sta. Andrea Rocha Guevara,stanrogu429@wass.com,O2SJTH8b,stanrogu736,+56 9 2860 0470,11654677,0,,,,9
Sta. Natalia Quiñónez Bustos,stnaqubu667@outluc.com,sBIgG4glLpBamHCt,stnaqubu571,+56 2 0869 9624,10108952,23543,,,,5
Sta. Rafael Garibay Montoya,sta.5758832@marmol.com,iIPCvXz6092x,Sta.montoya689,+56 2 4998 8902,24253111,0,,,,6
Luisa Posada Rosales,luisa4105315@wass.com,1e0VsnKfYpc,luporo376,,10814556,9460,,,,0
Cristobal Garay Gutiérrez,Cristobalgutiérrez217@wass.com,xr8cXLAyO6W4h6H,crgagu631,+56 2 9437 2613,15283542,722,,,,6
Martín Sánchez Badillo,martín6390573@edubus.cal,t36nR4Bj0J6B,martín1856895,+56 2 3030 3514,24948348,-1834,,,,6
Sta. Estela Sauceda Escobar,stessaes900@viajesanma.com,2dV3EprMkaL,sta.2836869,+56 2 6645 4627,25574058,0,,,,K
César Garrido Casillas,cégaca281@viajes.cl,7pi73XtyXxH9Ios,césar9298886,+56 9 5728 2754,17519952,,,Consalud,Full time,7
Sra. María Cristina Sosa Montes,Sra.montes459@tourket.com,bTvp1C22gaFYR,sra.8108691,+56 9 6538 6624,10197453,,,,,7
Victoria Villaseñor Otero,victoria3246685@marmol.com,n1ZKNSOO7zF7frt,viviot942,+56 2 4255 8644,15267079,0,,,,6
Sr. Rubén Girón Rivero,srrugiri838@viajesanma.com,b9vbq2opnfOKV9,sr.4299103,+56 9 0178 8607,20109888,1956,,,,2
Verónica Lugo Maya,Verónicamaya872@marmol.com,WhFxCdK84uet89F,verónica3286645,+56 9 8203 6714,26086919,3736,,,,1
Mario Tamez Narváez,Marionarváez653@wass.com,5UUhXNth3J7Pq,Marionarváez960,+56 2 2042 4284,12670025,0,,,,3
Estela Monroy Matos,esmoma578@viajes.cl,gifNXg6f83Krgxg,estela4352534,+56 2 4017 4541,24788671,,Diurno,,Part time,0
Andrés Adorno Granados,andrés3338832@edubus.cal,BJy00btI,andrés2651807,+56 2 5400 3485,21028419,0,,,,2
José María Negrete Bravo,Josébravo148@wass.com,mqIWPEV7TRyno0Om,Josébravo216,+56 2 4628 7047,25269552,4926,,,,4
Alfonso Maldonado Vallejo,alfonso9778876@viajes.cl,hZJV9Z05hgR,Alfonsovallejo992,+56 2 3827 8816,26531590,,,Banmédica,Part time,9
Estela Jimínez Ramírez,esjira485@viajesanma.com,qrCy5QJ5n5anU,estela6869286,+56 9 2192 3718,17353687,2532,,,,9
Bernardo Peralta Loera,Bernardoloera539@tourket.com,luArIzRJM7vk5a,bepelo774,+56 9 0797 9741,20797039,3586,,,,5
Alejandro Cardona Campos,Alejandrocampos298@edubus.cal,9fKGXM4bO3,Alejandrocampos594,+56 2 8170 8888,22681074,0,,,,9
Ester Ureña Tafoya,ester9377901@outluc.com,M6tyUjrpcB51Q,Estertafoya443,,10660047,0,,,,3
Estela Ledesma Valdivia,esleva215@wass.com,zW23tu7IuGgw,Estelavaldivia621,+56 9 5525 3921,12330311,0,,,,3
Sra. Lorenzo Zapata Cepeda,Sra.cepeda378@viajes.cl,PS8v0sGU,srlozace685,+56 9 7855 1440,29597265,,Diurno,,,3
Sra. Patricio Mascareñas Gaona,sra.3654351@wass.com,oO5aiDrI,Sra.gaona794,+56 2 3135 8564,19902897,957,,,,9
Jorge Luis Montero Delacrúz,jorge1630163@viajesanma.com,x3EM9EEbV6Hak,jorge5052701,+56 2 1919 9020,18761944,1152,,,,0
Juan Cedillo Navarrete,jucena406@edubus.cal,f4BR5vrw,Juannavarrete638,,23791854,7420,,,,1
Sra. Marcela Mena Colunga,srmameco425@edubus.cal,IDtXkTWBwy694d,Sra.colunga394,+56 9 4948 0233,13899496,12847,,,,1
Sara Lozano Alonso,Saraalonso929@viajes.cl,TQyiW5ZFAwtSeS,saloal888,+56 2 1667 9072,19963675,,,Más vida,Full time,8
Emilia Quintero Covarrubias,emilia9148840@outluc.com,ajZCHMgb7jQAYX,Emiliacovarrubias962,+56 9 1637 6145,10422524,9841,,,,1
Sta. Óscar Ortega Cazares,Sta.cazares361@tourket.com,9ZljPSduvX,stósorca103,+56 2 6758 8895,13008763,5486,,,,9
Adela Amador Delapaz,Adeladelapaz355@marmol.com,UEjiM4UH,adamde193,+56 2 2891 8306,27075492,0,,,,9
Sta. Alfredo Pineda Sanches,sta.2206919@tourket.com,jfXkUTzkYo0hsraT,sta.4787910,+56 2 3634 9696,10463773,4050,,,,6
Sr. Teodoro Mena Carvajal,sr.2581166@outluc.com,nefk26RrvF,Sr.carvajal251,+56 9 4068 3957,18759841,8076,,,,9
Sra. Sofia Peralta Adame,srsopead321@viajesanma.com,5t2XcmHVig3G,Sra.adame634,+56 9 9861 5149,18873090,13718,,,,6
Ricardo Rivero Rubio,Ricardorubio496@marmol.com,UKlMi5Ys89y,ricardo6499761,+56 9 3475 1785,10799429,13309,,,,7
Susana Delagarza Olivas,susana5450898@edubus.cal,RPu91q4T2X3o95,sudeol875,+56 9 1037 0519,10622522,3341,,,,2
Santiago Medina Navarro,santiago3241111@marmol.com,m1Al4HoSH0,samena826,+56 2 4602 3425,21317128,4518,,,,3
Olivia Dávila Altamirano,olivia6583239@outluc.com,si5KhEMabQc8,Oliviaaltamirano731,+56 9 8951 0661,10918700,18611,,,,3
José Emilio Alba Sosa,joemalso510@edubus.cal,RL9Oc6nyOHBZgEz,josé7300570,+56 9 6675 2377,22825321,1592,,,,9
Isabela González Dávila,isgodá873@viajesanma.com,XB6dBH51fgSWNA9,isgodá165,+56 2 9034 2867,10354413,1137,,,,0
Pilar Carmona Valles,picava328@tourket.com,Z0Vo4OQqKsov8vJ,picava459,+56 9 9027 7897,28097712,8013,,,,8
Débora Gracia Osorio,Déboraosorio592@marmol.com,Op1FbIrZYf2vL,Déboraosorio424,+56 9 3707 7118,26733140,9220,,,,5
Claudia Santiago Araña,claudia6738726@edubus.cal,b6lrBTcNuj0xDJ3,claudia6315531,+56 9 2897 1510,13769806,3560,,,,4
Hernán Gómez Torres,Hernántorres698@outluc.com,WU3QPlW8,hernán2023540,+56 9 6733 9835,21876567,,,,,K
Cristobal Aguayo Muro,cragmu163@tourket.com,CXdY45C1s,cristobal6150956,+56 9 1559 7347,21149212,784,,,,0
Gilberto Caraballo Navarrete,gilberto3545695@edubus.cal,LMppB9Gyzz2K,gilberto4697847,+56 9 9188 6711,10730603,4800,,,,K
Manuel Granados Alejandro,magral762@edubus.cal,fuXPtcO8uI,manuel5319545,+56 9 3092 3880,26655673,0,,,,K
Sra. Clemente Sisneros Velázquez,Sra.velázquez575@tourket.com,6uVRouNf3LDC4wK,sra.3080379,+56 2 2396 8367,15558761,2864,,,,K
Benito Sáenz Jaimes,besája340@tourket.com,Eeo24oIzr,besája264,+56 2 4363 5561,24907136,3096,,,,6
César Montes Santillán,cémosa839@outluc.com,lW32vadJy3fH,césar3306974,+56 2 1042 5222,18727522,2376,,,,9
Lourdes Villagómez Cortés,lovico890@tourket.com,Jc8krd1p,lourdes1617310,+56 9 6228 6643,19022212,-10048,,,,8
Irene Montes Tovar,Irenetovar572@marmol.com,uW8u3iDzXaCQEhlu,irmoto261,+56 9 0799 4454,11416672,0,,,,3
Mario Roldán Sotelo,maroso300@viajesanma.com,iPySG5ZLqBq6pYB,mario8335440,+56 9 1455 6507,18285533,0,,,,2
Clemente Castillo Jaramillo,Clementejaramillo324@outluc.com,r6f0mnAT,Clementejaramillo809,+56 9 4065 2611,26105977,0,,,,0
Guillermo Delagarza Fierro,gudefi631@marmol.com,qDbwp7gsIgS,guillermo2084188,+56 2 8597 3447,14504979,5947,,,,2
Berta Cintrón Guardado,berta8905745@viajesanma.com,XpgAO0b9,berta7007927,+56 2 0032 0096,10278829,1674,,,,K
Alejandra Saavedra Caballero,alejandra4698273@wass.com,Wn23D3SELZCuA,Alejandracaballero181,+56 2 9607 9149,25377282,14528,,,,4
Diego Quintana Matos,Diegomatos748@edubus.cal,A3trYv79Y0Xp,diego3820747,+56 9 9351 6554,20919075,638,,,,3
Isabela Delarosa Valenzuela,isabela8054562@outluc.com,6Gs04AKmrQG,isabela8699214,+56 2 9384 4222,20923029,1645,,,,1
Marisol Paredes Pelayo,marisol1195972@wass.com,Z8IqCAD8U4Yr,mapape542,+56 9 4052 4524,12471234,1431,,,,3
Lola Dueñas Sanabria,lodusa636@wass.com,MV4FNavRcvG,Lolasanabria857,+56 2 9240 5523,15062505,0,,,,K
Vicente Monroy Cervantes,Vicentecervantes304@tourket.com,1UNj7ysBbENH10,vicente3903967,+56 2 4601 9695,15378707,8198,,,,7
Sta. Vicente Gallegos Gonzales,stvigago220@edubus.cal,sjtODvBS8d9Nz,sta.8628751,+56 9 6376 3957,14443011,0,,,,5
José Emilio Haro Vera,joemhave226@marmol.com,0zRCC1o3pvq0iZFP,josé9971830,+56 9 2599 5986,14146743,3378,,,,3
Sra. Marisol Salazar Rendón,Sra.rendón695@viajes.cl,QNT0xb4gG8,srmasare923,+56 9 8607 6666,20600867,,Nocturno,,Full time,9
Francisco Téllez Santiago,Franciscosantiago432@outluc.com,S0LgVSorWNgISt,frtésa368,+56 9 7846 1178,20799387,16487,,,,5
Luis Espinal Alemán,Luisalemán695@outluc.com,qEd6ynhOs2Jk,luis8373693,+56 2 6746 9730,15053564,0,,,,6
Sra. Francisca Orellana Varela,Sra.varela141@viajes.cl,QIpSD4usD8DYQtm,sra.9937882,+56 2 4097 7459,24227547,,Nocturno,,Full time,0
Susana Gálvez Serrato,Susanaserrato707@outluc.com,5oMquoS5p9WqtbP,Susanaserrato832,+56 9 1582 3377,20728756,-16195,,,,3
Caridad Badillo Tijerina,caridad6905861@edubus.cal,mLz98uEod,Caridadtijerina578,+56 2 6274 2756,29754779,1195,,,,8
Manuel Ornelas Meraz,maorme254@viajesanma.com,8PLp57PaBlcIECV,Manuelmeraz430,+56 2 6575 1689,28489443,563,,,,K
Conchita Santana Montoya,cosamo785@tourket.com,SZMUWDuyA24,Conchitamontoya343,,18871497,3024,,,,8
Sr. Juana Hurtado Vallejo,srjuhuva241@edubus.cal,mis9aV1XIvwyiwD,srjuhuva691,+56 9 5686 8556,12711033,0,,,,6
Lorena Garibay Abeyta,logaab560@edubus.cal,NMVyn5SVCBDNpp5,lorena9425727,+56 2 5818 5117,29370715,13997,,,,4
Leonor Llamas Menchaca,leonor6694280@wass.com,tOYqQhT70ODUiT,leonor2656850,+56 2 9703 0703,18977260,-8081,,,,2
Marisol Suárez Arteaga,marisol2370781@viajesanma.com,nH92PtXR3GjEp,marisol756628,+56 2 7947 1811,10934164,0,,,,9
Martín Feliciano Segovia,Martínsegovia988@marmol.com,8gm3sHoBN,mafese995,+56 2 9814 4668,19033837,7075,,,,1
Raúl Ballesteros Yáñez,raúl6234374@tourket.com,tTWgjRV6xEoNlAb1,Raúlyáñez720,+56 9 6167 8883,19493558,0,,,,7
José Emilio Caldera Valladares,joemcava219@viajesanma.com,aj8VkG4YO4r,joemcava206,+56 2 4016 3930,14183460,8357,,,,6
Ester Aguilera Barreto,Esterbarreto257@marmol.com,UVG5juuw7n,ester8692755,+56 9 5820 9269,13461478,15597,,,,1
Mónica Fierro Yáñez,mónica8028848@viajesanma.com,VXWmQXHq5u,mófiyá905,+56 2 4557 4904,15732214,12637,,,,1
Raúl Campos Cedillo,racace847@viajesanma.com,Ho3PMC8Qp4ink,Raúlcedillo183,+56 2 4083 6789,11422184,14132,,,,8
Andrea Trejo Cabrera,antrca772@viajes.cl,jznLRFdH2,Andreacabrera492,+56 2 4436 3703,27499826,,Diurno,Colmena,,1
Claudia Gaona Mateo,claudia6471757@outluc.com,V9yRDx9HyqpWRQT,Claudiamateo614,+56 2 5241 4081,16352483,1310,,,,K
Carlota Cabán Ceballos,Carlotaceballos993@edubus.cal,s7G4AGW2a,Carlotaceballos691,+56 9 2366 2550,19553776,4281,,,,3
María Rodríquez Tafoya,marota828@edubus.cal,8Ct3eBFdoamNt4e,marota525,+56 9 5146 2595,14438806,0,,,,2
Ana Castillo Quintana,ancaqu731@wass.com,yASs1gaPmfxI,Anaquintana909,+56 2 6025 5837,27171662,0,,,,1
Lorena Archuleta Valladares,loarva682@viajesanma.com,AEBk88ZLSce4wA,loarva507,+56 9 6810 5584,28546848,0,,,,5
Marisol Hernandes Corral,maheco565@marmol.com,Cu1ySc1rh4Oi,maheco547,+56 9 3638 7358,18517485,27045,,,,9
Santiago Cintrón Gaitán,saciga738@edubus.cal,5xbcmT7WSI9W5,santiago6290338,+56 2 2845 5142,14930453,0,,,,3
Rosa Madera Santillán,romasa126@edubus.cal,7JdHR0eiVtAKDG,Rosasantillán363,+56 9 1988 2671,19597520,-7521,,,,5
Natalia Mondragón Paz,namopa833@viajes.cl,3HXugKN23oyEGk,natalia794438,+56 9 3106 5301,16279494,,,Más vida,Part time,9
Sr. Ángela Quintero Archuleta,Sr.archuleta598@edubus.cal,P2CmfgtnEbdp,sr.1326757,,19554501,,,,,4
Antonio Tijerina Duarte,antidu132@viajesanma.com,mHUKoiOF1X,antonio8007113,+56 9 0869 2498,11563463,3267,,,,1
Antonia Rico Hinojosa,anrihi947@outluc.com,GujSn1XcjFwrL8M,antonia5722188,+56 9 7038 2544,18392085,3128,,,,5
Sta. Cecilia Collado Ocasio,Sta.ocasio926@wass.com,KioQLVP4IHAVg,stcecooc137,+56 2 0417 4994,28497847,800,,,,1
Santiago Castillo Carrera,Santiagocarrera200@viajes.cl,JAepDvVDZqTr1n,sacaca904,+56 9 3319 8763,29919135,,Diurno,,Part time,4
Jesús Téllez Bermúdez,jetébe734@edubus.cal,FaKS6rxb,Jesúsbermúdez733,+56 2 0665 7968,22318003,0,,,,5
Gregorio Méndez Delvalle,gregorio8360443@wass.com,EvXhuSPT39Be3b,grméde139,+56 2 0343 2380,26887701,24245,,,,0
María Cristina Escobedo Medrano,Maríamedrano399@outluc.com,YxxEteT4w,macresme460,+56 9 7124 8455,16590789,2613,,,,2
Gerardo Morales Avilés,gerardo5212629@viajesanma.com,4BhmKgGEO6nsuH,gerardo2014678,+56 9 6512 5747,13693021,-6910,,,,4
Julio Saldivar Navarrete,Julionavarrete122@outluc.com,l5Fa8gnW,Julionavarrete170,+56 9 7104 0781,23008619,0,,,,2
Sr. Elena Cuellar Garibay,srelcuga258@outluc.com,E48H9nfk7EQSFNfK,Sr.garibay173,+56 9 5262 2085,16466555,5767,,,,0
Ramiro Angulo Varela,Ramirovarela323@edubus.cal,HjPY76yvUH,ramiro2730736,+56 9 8399 3344,29684239,0,,,,7
Gerardo Baeza Botello,Gerardobotello726@viajesanma.com,qzXvnqtEzE9qtnbR,gerardo8519792,+56 9 6741 4007,13992516,10650,,,,5
Sta. Adriana Viera Salinas,Sta.salinas422@tourket.com,cRWAWnPzO1,stadvisa365,+56 9 5659 0507,20216081,14662,,,,6
Pablo Velázquez Paz,pablo4595837@edubus.cal,30Xi8wYbgZ,Pablopaz831,+56 2 0865 7172,20767377,0,,,,3
Sra. Fernando Rendón Urrutia,srfereur365@edubus.cal,SQlyiVG4BtJSK,sra.8813546,+56 9 3027 1144,26882796,5466,,,,K
Emilia Meraz Osorio,Emiliaosorio884@outluc.com,dCrvLsDuQ7qDO,Emiliaosorio581,+56 9 3437 2880,11534516,2100,,,,8
David Mares Alarcón,Davidalarcón145@edubus.cal,h7FQgvJkCobU0bq1,damaal516,+56 9 6085 4098,12584584,5776,,,,3
Jerónimo Tafoya Rincón,jerónimo9310781@wass.com,fpwYSXHh1,Jerónimorincón324,,17596021,8671,,,,K
Luisa Molina Adame,luisa5603417@outluc.com,Tc8kdHejCvEE9us,luisa4464285,+56 2 9033 7176,20481347,5910,,,,7
Sr. Lucas Mejía Guardado,srlumegu114@viajesanma.com,lnBPa5LE0,sr.3425874,+56 9 3515 7305,14076331,0,,,,4
Sta. Susana Espinosa Navarro,sta.6428708@wass.com,PjJsOU53e,stsuesna450,+56 9 6552 5318,27901543,5567,,,,6
César Hernández Valverde,Césarvalverde793@marmol.com,mT7MTMnpo490e0E,Césarvalverde457,+56 9 6236 2708,10542571,28414,,,,6
Lorenzo Cabrera Arteaga,lorenzo3928225@viajes.cl,Ir6hrzvpj2b4eQ,locaar481,+56 9 7675 8498,19365932,,Diurno,,Full time,2
Eloisa Batista Dueñas,Eloisadueñas466@outluc.com,0JDeGtOv5ES6TdY,eloisa6409387,+56 2 4018 2270,25539684,0,,,,6
Débora Romero Colón,Déboracolón750@marmol.com,XRTko40o0GmW1,Déboracolón267,+56 2 6352 6994,13269377,21969,,,,3
Sra. Pedro Botello Valladares,sra.7294243@viajes.cl,3WXWFgZ5rw,Sra.valladares233,+56 9 3059 2952,28294569,,,Fonasa,Full time,K
Sancho Mota Cotto,Sanchocotto860@edubus.cal,k8WsVQp105ncfQ8,samoco712,+56 9 5843 9886,27768064,3064,,,,5
María Luisa Naranjo Carrillo,Maríacarrillo234@outluc.com,mKwVTgy4E5c8YNQl,Maríacarrillo638,+56 2 2642 7555,24562866,671,,,,8
Antonia Barraza Páez,anbapá260@wass.com,XLoVxyDsXshHo6nq,antonia1107746,,16319724,,,,,3
Reina Delatorre Saucedo,reina4274572@edubus.cal,JZJapxec2u,Reinasaucedo919,+56 9 0395 9103,17754990,0,,,,8
Gustavo Arteaga Samaniego,gustavo5157985@edubus.cal,py38EXj9Fv,gustavo9165824,+56 2 6882 5283,23155397,530,,,,5
Sra. María del Carmen Ordóñez Alcala,sra.562193@marmol.com,aian0I7uGq,srmadecaoral511,+56 9 1311 0032,19734315,19428,,,,K
Raúl Niño Mota,raúl1507387@tourket.com,d77rNocwkVuQ1Csq,raúl8814602,+56 9 2477 7782,28940577,1008,,,,1
Vicente Cerda Mercado,vicente7532610@tourket.com,uRl8uIzH9gJerO4q,Vicentemercado778,+56 9 4970 7312,22316803,8044,,,,5
Marilu Guevara Valles,maguva103@tourket.com,jw0IrbSkiV,marilu2102567,+56 2 9254 3787,22475683,4720,,,,6
Ana María Ochoa Monroy,anmaocmo314@edubus.cal,rCBW7Nr36Efwig,Anamonroy752,+56 9 3601 6719,23637703,0,,,,2
Ester Salgado Cabán,essaca988@tourket.com,a8SX8yqhDIhX7,ester1305355,+56 2 3980 2428,17312787,-11715,,,,1
Emilio Castillo Sarabia,emcasa977@viajesanma.com,2CwGSFzkSScCAP5,Emiliosarabia558,+56 9 6492 5135,17278574,3904,,,,3
Germán Meza Farías,gemefa954@edubus.cal,S2z7pdDfvwE8BV,germán6644344,+56 9 6442 0311,10250815,4041,,,,7
Josefina Jaramillo Piña,jojapi659@viajes.cl,adFIy5TACgrMH,Josefinapiña450,+56 9 1359 0767,23132095,,Nocturno,,Full time,4
Mateo Núñez Esquivel,Mateoesquivel528@wass.com,7HsT5Rz8TIo,mateo4728118,+56 9 8708 6852,13160848,8016,,,,9
Elisa Barrios Parra,elbapa797@wass.com,I3l2oe8193CJzY,elbapa754,+56 2 2626 9011,25427785,780,,,,1
