panorama_id,nombre,edad
105382,,27
105382,,62
,Joaquín Estévez León,55
106317,,63
105387,Isabel Lugo Mendoza,-40
105387,Ernesto Garica Alaniz,-74
,Bernardo Nazario Manzanares,28
,Sr. Benjamín Verdugo Ramírez,43
,Elisa Montes Moya,81
105389,,81
105394,María Mojica Delarosa,-60
,,44
105400,Juan Carlos Calvillo Tapia,-13
105401,,12
105401,,10
,Sr. Carlota Méndez Espinosa,85
105402,Enrique Beltrán Valdez,-19
105402,Sta. Luz Correa Henríquez,-82
105403,,
105403,Mariano Crespo Aguilera,-44
105406,,93
105406,Bernardo Montenegro Batista,-81
,Teodoro Mondragón Briones,7
105413,,89
105414,,12
105422,,12
105423,Ramiro Girón Araña,-61
,Sra. Enrique Carbajal Duarte,64
,Anita Narváez Romero,104
105434,Sergio Madrigal Cervántez,-68
105434,,51
,Diana Nava Coronado,105
105436,,30
105436,Elisa Mojica Medina,-20
105436,,76
,Felipe Montenegro Tovar,68
,,5
,Elena Madera Domínquez,73
,Jacobo Jáquez Meraz,106
,Guillermo Tamayo Esquivel,83
,Mateo Nevárez Casillas,73
105442,Elsa Rosales Roybal,-36
105442,,67
105447,,109
105447,Armando Escamilla Linares,-60
105454,,62
105455,María Rocha Terrazas,-33
,Sra. Esteban Riojas Gollum,29
,Diego Franco Ramírez,7
105456,Amalia Martínez Lara,-83
105463,,74
105463,,82
,Sr. Octavio Limón Gollum,71
,Germán Téllez Apodaca,42
105465,Isabela Adame Posada,-85
105466,,51
,Sra. Laura Alanis Gollum,18
,Magdalena Delarosa Barajas,97
,Isabel Navarrete Urrutia,103
105479,,11
105480,,20
105487,,68
105487,Sra. Benito Alcántar Pabón,-18
,Soledad Calderón Gómez,47
105489,,92
105490,,88
105490,,17
,Estela Valles Chapa,69
105496,,17
,,62
,Ramiro Alaniz Chapa,97
,Laura Lerma Gracia,-28
105502,,
,Arturo Mercado Solano,91
105507,César Delacrúz Vázquez,-36
105516,,90
105521,María Elena Duarte García,-110
,María del Carmen Zapata Rojo,
,Cristobal Nava Mireles,47
105531,,18
,Ramón Lira Caldera,70
105532,Cristian Sáenz Delacrúz,-63
105532,Horacio Mireles Armas,-9
105532,María Eugenia Mayorga Guerra,-8
105533,,92
105544,Magdalena Montes Tijerina,-6
105544,Débora Reynoso Escalante,-34
105546,Adela Badillo Dávila,-105
105546,,61
,Patricio Muro Rascón,42
105548,Sr. Cecilia Cortés Robles,-26
,Rodrigo Guillen Galindo,22
105549,Jorge Luis Casares Ruiz,-72
105552,Pablo Vergara Díaz,-15
105553,Jaime Soto Delao,-99
105553,,44
,Ariadna Quintanilla Suárez,63
,Magdalena Maestas Olivárez,69
,Caridad Puente Marín,14
,Ramón Domínguez Vargas,
105569,Cristobal Solís Limón,-91
,Dorotea Benavides Escalante,-102
,Hugo Rico Amador,16
,Miguel Apodaca Acuña,90
105570,Carlos Alcaraz Montes,-8
,Barbara Jaimes Colón,29
105571,,101
105571,,13
105572,Débora Benítez Portillo,-16
105573,,3
105576,,57
105576,Juan Samaniego Ramos,-84
105576,,70
105582,Sra. Sonia Griego Guajardo,-27
105583,,63
,Rosa Fonseca Rivas,39
105589,Pedro Bustos Griego,-17
,Alberto Ojeda Niño,-21
105590,Sr. Alfonso Valdivia Zavala,-35
105592,,12
105592,,-53
105592,Isabel Espinal Madera,-76
,Manuela Olvera Girón,71
105594,,107
105594,,107
105598,María Guzmán Quiñónez,-99
105599,,36
,Alfredo Mata Deleón,37
,Germán Caldera Cabán,67
,Rocio Mateo Espinoza,30
105599,,20
105603,Juan Puga Montenegro,-63
105603,Sta. María Villanueva Feliciano,-49
105604,,59
105604,,29
105604,Lourdes Torres Palomino,-44
105615,,56
105615,,34
,Sr. Ramiro Peralta Hernández,105
,Sta. Marisol Alvarez Huerta,23
105633,,104
,Ariadna Chacón Mojica,60
105637,Rosalia Centeno Valdivia,-32
105638,,24
,Josefina Duran Barraza,109
,Marisol Amaya Anaya,46
105645,,102
,Sra. Diego Batista Valverde,33
,Virginia Vaca Chávez,36
105647,Gerardo Soliz Verduzco,-110
105656,,108
105665,,24
105672,Micaela Carranza Almaraz,-71
,Julio César Valadez Zapata,57
105675,,65
105675,Luz Lozada Delapaz,-59
105676,,27
105679,,41
105680,,19
105680,Alfonso Escamilla Salinas,-85
105682,,14
105683,,19
105684,Sr. Carlos Valdez Cantú,-18
,Conchita Segovia Escamilla,108
,Daniel Gómez Ruelas,58
105691,,100
105691,María Luisa Curiel Delgado,-31
,Rafael Acuña Valdivia,75
105693,Sta. Antonio Rodríguez Merino,-87
105693,,8
105694,Óscar Irizarry Guerrero,-37
,Teodoro Zarate Guerrero,94
105695,Silvia Campos Valle,-52
,Sta. Virginia Valles Quintana,15
105705,,77
,Ramiro Matías Rivas,73
105706,,96
105707,Daniel Quintana Zamudio,-53
105707,Lilia Almanza Quintanilla,-12
,Ramiro Agosto Véliz,94
,Sr. Alfredo Batista Bustamante,
105709,,3
105712,,19
105713,Guadalupe Sandoval Melgar,-98
,Alberto Benítez Baeza,27
105713,Francisco Ocampo Lozano,-78
105713,Samuel Borrego Pineda,-88
,Julia Escamilla Olivera,68
105715,,88
105715,,4
105716,Julio César Delatorre Carrasquillo,-12
105716,Pilar Carrion Ybarra,-42
,Samuel Raya Serna,-51
105726,María Soledad Ceja Torres,-77
105726,Jorge Luis Sevilla Casanova,-107
105729,Rafael Zavala Huerta,-57
,Patricio Borrego Naranjo,78
105741,,49
105749,Jorge Lerma Longoria,-93
105749,,87
,María Cristina Rodarte Carrillo,13
,Sra. Elvira Narváez Estrada,95
105762,,83
,Sta. Blanca Rentería Castro,33
105769,,91
105769,,-87
105770,,46
105770,Juan Vanegas Naranjo,-89
,Sta. Gabriela Guzmán Arias,-71
105770,,104
,,23
105771,,87
105771,Mateo Apodaca Morales,-109
,Sra. Cristian Ojeda Montoya,106
105772,,8
105772,,105
105772,,64
,Agustín Cuellar Robledo,110
105777,Eva Varela Ureña,-70
105783,Adriana Hidalgo Narváez,-8
105783,Sr. Timoteo Arenas Aranda,-39
105784,Sta. José María Saucedo Negrete,-44
,Sta. Manuel Burgos Escamilla,54
,Enrique Gil Ruiz,29
,Armando Aguilera Marrero,104
105813,Sergio Lovato Rael,-50
105814,,88
,Luisa Alvarado Montemayor,11
105815,,
,Lorenzo Ulibarri Alba,106
105829,,64
105829,María Eugenia Rivero Díaz,-51
105830,,102
105830,,
105831,Verónica Rico Colón,-26
105831,Daniela Henríquez Verdugo,-15
105831,Sr. Vicente Villaseñor Espinoza,-62
105832,,12
,José Orellana Limón,64
,,75
105837,Elena Pichardo Segovia,-33
105840,,56
105845,,39
,Claudia Valdés Carbajal,65
,Leonor Verduzco Nieves,44
,Sr. Ángela Carmona Villagómez,101
,Lourdes Vásquez Valadez,83
105850,Reina Gómez Marrero,-102
,Alejandro Saucedo Carreón,74
105852,,-100
105853,,100
105856,Mariano Araña Huerta,-43
105856,,39
105857,,8
105858,,63
105858,Sr. Natalia Pabón Galindo,-102
,Andrés Ríos Chapa,20
,,42
,Francisco Sánchez Arteaga,18
105860,Caridad Alvarez Maldonado,-47
,Sr. Gerardo López Delgado,-96
105860,,19
105861,,-32
,Clemente Garrido Chávez,108
105873,,86
,Miguel Ontiveros Ortega,20
105877,Lola Barragán Parra,-20
,José María Casillas Luna,67
105886,,27
105887,,55
105891,Ana Luisa Cordero Portillo,-8
,Sr. Luis Miguel Jaramillo Brito,38
105893,,92
,Jorge Luis Mesa Roque,92
105894,,-55
,Sr. Marta Cervántez Cervantes,87
,Luz Verdugo Girón,55
,Hugo Reyes Garza,68
105915,Rosario Sanches Castellanos,-102
105919,Francisca Sepúlveda Barragán,-90
105921,Bernardo Cordero Merino,-100
,Rubén Gracia Arroyo,54
105932,Claudia Samaniego Peres,-92
105932,,108
,Concepción Solorzano Coronado,6
105935,,55
,Graciela Delafuente Zamora,108
105936,Isabela Castro Calderón,-30
106417,Rubén Rentería Lerma,-105
105944,Sr. Luisa Rojas Hidalgo,-20
,Carmen Villareal Loera,59
,María Lugo Bétancourt,49
,Rebeca Carrillo Escalante,26
105970,Sr. Lourdes Rubio Calvillo,-47
105970,,16
,Sr. Patricia Sotelo Domínquez,104
,,95
,Yolanda Atencio Manzanares,30
105978,Sr. Soledad Moya Segovia,-75
105978,Gabriel Alba Miramontes,-80
105979,,48
105979,Gregorio Carmona Juárez,-107
,José María Sanabria Riojas,59
105980,,4
105980,Jacobo Vargas Zamudio,-108
105981,,5
105985,,4
105985,Irene Guevara Aguayo,-41
105986,Emilio García Niño,-110
,Daniel Arroyo Casillas,69
105987,,49
105988,,57
105988,,74
,Clara Amaya Mateo,38
106006,Manuel Baeza Yáñez,-93
106006,,14
106006,,26
106007,,
,Carmen Moreno Nieto,76
,Jaime Ponce Gaytán,27
106013,Clemente Cedillo Vargas,-40
106016,,17
106016,,99
,Rosalia Campos Partida,103
106017,,73
,Luis Miguel Bahena Olmos,70
106019,,74
106019,,51
106024,Susana Vanegas Mondragón,-105
,Luis Barrera Sedillo,60
106024,,32
106024,,62
106027,,8
106027,,4
,Luis Miguel Carreón Chávez,46
106059,,79
106059,Teodoro Ruiz Guerrero,-36
,Mayte Reséndez Montes,62
106061,,80
106062,,91
,Rodrigo Santiago Fajardo,49
106086,Clemente Calvillo Loya,-109
106086,Maricarmen Atencio Estrada,-11
,Jorge Luis Calderón Riojas,53
106091,,101
106091,,72
106099,Sta. Isabel Berríos Valladares,-107
106099,,65
106106,,103
,Sta. Hernán Quintero Bernal,47
,Hernán Bañuelos García,83
106107,,5
,Adela Villareal Magaña,107
106108,,65
106109,José Eduardo Girón Serna,-27
106109,,54
,Sancho Benítez Delgadillo,98
106110,Marisol Arteaga Ortiz,-98
,Guillermo Vera Piña,36
,Sergio Haro Dávila,7
106111,Sr. Gerardo Córdova Mesa,-110
,Rocio Peres Esquibel,36
106241,,26
106117,,86
106118,,56
106119,,84
106126,Sta. Hernán González Bermúdez,-53
106133,Josefina Camarillo Porras,-6
106133,Sr. Francisca Ruiz Espinosa,-46
106140,Mariana Yáñez Sierra,-105
106140,,22
106141,,24
106141,Diego Orozco Gálvez,-58
,,68
106148,Sr. Emilia Perales Cotto,-98
,Marco Antonio Sierra Cabrera,66
106160,,33
,Dorotea Barrios Pacheco,72
106163,,77
106166,Eduardo Juárez Paredes,-26
,Alfredo Rentería Corona,21
,Sonia Estévez Cedillo,78
,Sta. Martín Vergara Segovia,43
106169,María Elena Collazo Torres,-68
106170,Andrea Romo Valenzuela,-78
106177,,80
,Juan Sáenz Naranjo,69
,Ignacio Echevarría Almonte,95
106179,Claudia Rico Alaniz,-46
,María Cristina Hernandes Matías,77
106194,,6
,Gloria Heredia Sáenz,12
106204,,25
106204,,46
106205,,7
106205,Luis Valdez Fierro,-27
106205,Sr. Rubén Lara Serrano,-74
106205,Arturo Sandoval Cazares,-61
,María Soledad Hidalgo Quintana,4
,Elisa Gómez Jurado,60
106209,Sta. Rosalia Gaitán Zavala,-100
106210,,38
106211,,47
106212,Ramiro Rivera Vásquez,-101
106213,,13
,Gabriela Corral Puente,25
,Sra. Lourdes Salcido Guerrero,21
106217,Sta. Clemente Carrion Madrid,-42
106217,Gustavo Quesada Caraballo,-51
106217,Sra. Julia Gamboa Matos,-66
,Ángela Rodríguez Archuleta,19
106219,Sofia Cervántez Quintana,-45
106221,,-60
,Marcos Rascón Regalado,66
106222,Leonor Arreola Anguiano,-72
106222,Sta. Agustín Velázquez Serrato,-14
,Horacio Aguirre Valle,90
,,46
106242,,87
,Conchita Cervantes Limón,3
106248,Sr. Germán Fierro Muñiz,-47
106253,,73
,Carlos Zaragoza Quintanilla,38
106253,,86
106256,Sra. Mariano Vanegas Valdez,-21
106256,,26
106256,,90
106256,,106
106257,Daniela Ontiveros Roque,-63
106260,,106
106263,Sr. Gustavo Castillo Castañeda,-63
106263,,17
106264,Juana Mota Rosario,-98
106265,Sancho Vélez Escobar,-93
106265,,-75
,Sofia Duran Rivas,97
106265,Jorge Luis Cervantes Anaya,-15
106265,,75
106265,,41
106268,Sofia Quintana Ferrer,-41
106268,,67
,Ricardo Ayala Rico,110
106280,,101
106281,,58
,Sr. Alejandra Paz Arteaga,32
,Sta. Dolores Espinosa Montalvo,60
106284,,65
106284,Juan Vanegas Soria,-14
106288,Mayte Delvalle Fonseca,-82
106289,,35
106295,,84
106295,,17
,Rosario Lozano Lemus,14
106296,,101
,Octavio Pineda Alaniz,81
106297,Sr. Lucas Echevarría Borrego,-18
106298,,53
106299,Cecilia Jimínez Barajas,-108
,Octavio Valle Rivero,41
,Sra. Óscar Saavedra Concepción,30
106311,,67
,Sta. Adán Villanueva Tamayo,9
,Homero Márquez Alcántar,91
106316,,66
106320,María Cristina Meraz Sevilla,-25
,Estela Ybarra Lucio,
106326,,69
106327,,
,,105
,Víctor Pedraza Villarreal,6
106348,Sta. Gabriel Bravo Olivo,-108
,Sra. Margarita Núñez Malave,91
,Clara Ibarra Cedillo,69
106358,,31
106364,Gilberto Loya Haro,-56
106371,,45
,Ricardo Covarrubias Camacho,53
106373,,36
106373,,46
106374,Julio César Alarcón Caballero,-70
,Marcos Carvajal Aragón,39
,David Sisneros Cerda,38
106378,,83
106378,Isabel Hernandes Malave,-88
,Mercedes Bañuelos Sepúlveda,33
106380,Olivia Ledesma Zavala,-20
,Marcos Perales Orozco,3
,Reina Morales Gómez,68
106384,Antonio Olivera Rodrígez,-69
106385,Adriana Carrasco Tafoya,-94
106386,,4
106389,,
106692,Ricardo Holguín Padrón,-11
106692,Sra. Antonia Varela Heredia,-90
106392,,-6
106393,,78
,Alfredo Nieto Alba,88
,,54
106395,Sta. María Palomo Matías,-30
106395,,
106400,Sra. David Rodarte Toro,-11
,Beatriz Palacios Alaniz,77
106403,Lucas Gamboa de Jesús,-93
106403,,81
,Luz Pineda Duran,86
106429,Tomás Jiménez Amador,-13
106430,,97
106439,,68
106491,,35
106491,,38
106445,,16
106445,,19
106445,,26
106446,,-56
106446,Carlos Olmos Esquibel,-23
,Lourdes Tórrez Castañeda,99
,,83
,Manuela Mateo Ávila,78
,Julio César Barela Rojas,-22
,Anita Salcido Villareal,-45
,Arturo Arguello Delagarza,
106468,,26
,Ramiro Águilar Granados,9
106469,Micaela Ballesteros Esquivel,-48
106469,,48
106474,,49
106474,Roberto Saucedo Delacrúz,-35
,César Saavedra Lovato,3
,,35
106489,,-47
106490,,22
106615,Isabel Bustos Parra,-13
106615,,22
106615,,76
106492,,108
,Micaela Quintanilla Campos,63
,Sr. Mercedes Saldaña Saldivar,
106501,Lorena Ramón Cardona,-107
,Luz Samaniego Benavídez,
,Elvira Zaragoza Llamas,44
106514,,49
,Cristian Terán Campos,7
106515,,48
,Salvador Alcaraz Correa,105
106525,Jorge Luis Tirado Anaya,-98
,José Luis Uribe Hurtado,31
106536,Dorotea Carrasquillo Cano,-66
,,37
106547,,-40
,Anita Yáñez Amaya,17
,Rebeca Córdova Hinojosa,110
106579,Claudio Ornelas Pedroza,-11
106581,Miguel Longoria Aranda,-66
106582,,
106588,,35
106589,,-45
,Claudia Palomo Lemus,92
106590,,21
106591,Sra. Marcos Marrero Cedillo,-81
106591,Gustavo Montaño Polanco,-19
106591,,3
106594,,3
106594,Arturo Espinoza Tovar,-92
106597,,36
106608,Andrés Peña Mora,-36
,Rocio Peres Villanueva,-16
106614,,106
,,101
106618,,65
106619,,62
,Sr. Arturo Valdés Preciado,85
106619,Eva Palomo Soria,-14
106628,,109
,,74
106636,Marilu Guardado Naranjo,-45
,Mateo Tafoya Marrero,44
106638,Juan Caldera Campos,-67
,Marilu Gracia Zavala,100
106647,,29
,Ramiro Altamirano Sandoval,9
106650,,95
106650,Rubén Suárez Gracia,-25
106656,Pedro Sandoval Espinal,-42
,Inés Valles Aponte,
,Adán Hernandes Grijalva,105
,Juana Rocha Cotto,78
106673,María del Carmen Pichardo Cisneros,-80
106674,Margarita Ríos Salinas,-80
106678,,88
,Margarita Gálvez Robles,85
106693,Sr. Berta Amaya Vásquez,-81
106693,María Mascareñas Deleón,-43
106696,,47
106696,Beatriz Parra Zaragoza,-75
106699,Armando Balderas Jáquez,-91
106699,,84
106704,Sara Noriega Quintanilla,-90
106705,,18
,Guillermina Centeno Carrera,68
106706,Sr. Jesús Colón Villareal,-24
106707,,94
,Sta. Lorena Orta Solano,62
106711,,40
,Guadalupe Espinosa Robles,23
106722,,5
,Marco Antonio Pineda Juárez,51
106730,,91
106737,,55
106742,,91
,Agustín Cisneros Osorio,18
106749,Ricardo Tamez Ríos,-27
106756,,60
106760,,24
,Lourdes Altamirano Rael,65
106761,,44
106763,,52
106821,Arturo Reyes Barrientos,-61
106786,,28
106786,,21
,Carlos Bustamante Centeno,101
,Sr. Dolores Olmos Pelayo,40
106814,Antonio Preciado León,-86
106828,,108
106828,,93
106835,Soledad Arias Godoy,-99
106836,,25
,Irene Agosto Delao,11
,Marcos Hernandes Manzanares,103
106841,,78
106841,Rosario Vargas Roldán,-38
106842,,54
,Sr. Elvira Loera Trejo,58
106843,,10
106844,,38
106844,,71
106849,,9
106849,Sr. Inés Cervantes Navarrete,-23
,Teresa Bernal Palomino,74
106851,Francisca Ávila Gallegos,-110
106853,,22
,Sr. Mario Cerda Regalado,110
106853,,19
,José Eduardo Alonso Madrigal,4
106861,,81
106862,,35
,Sta. Rocio Moya Alanis,50
106863,Luis Chavarría Muñiz,-90
106864,Caridad Partida Marrero,-36
,Sta. Adela Montoya Mascareñas,21
106867,José Luis Batista Pichardo,-66
,Ana María Alvarez Vázquez,85
106872,,103
106872,,62
106877,Ramiro Rojo Espinal,-80
106877,Lorena Verdugo Loera,-63
106877,,-104
,Rosalia Griego Nájera,98
106883,Arturo Espinal Ruelas,-50
106884,Germán Valenzuela Bustamante,-102
106885,,-58
,María Luisa Sauceda Escobedo,107
,Maricarmen Gracia Madrigal,104
106899,,95
106899,,59
106903,,-82
106908,,69
106909,,68
106914,,107
106925,Sra. Berta Holguín Rodríguez,-18
,Óscar Villarreal Gallegos,37
106926,,75
106926,Marcos Moya Berríos,-45
,Javier Meza Chacón,7
106927,,72
,Alfredo Alva Campos,5
106929,Elena Caraballo Villareal,-20
106930,,16
106934,María Eugenia Guzmán Collado,-53
,Irene Villegas Adame,107
106935,,35
106936,,62
106937,,107
106937,,107
,Ángela Cisneros Jasso,78
106939,,80
,Juan Carlos Pineda Atencio,24
,Teodoro Porras Angulo,67
,Sr. Javier Villarreal Alemán,76
106949,Sr. Agustín Botello Frías,-60
,Óscar Navarro Lugo,42
106957,Samuel Ramírez Chacón,-67
106957,,44
,Sr. José Luis Gaona Velásquez,88
106964,Micaela Orta Lara,-71
106964,,7
106965,Luisa Olivárez Cervantes,-108
106966,,33
,Gonzalo Narváez Anaya,95
106967,José María Suárez Banda,-82
106968,,53
,Esperanza Arreola Treviño,9
106975,,15
106987,Arturo Partida Medrano,-59
,Gonzalo Alva Tamez,42
106988,,48
106989,Norma Juárez Granados,-49
106990,,63
106992,,58
106992,,-63
106995,Daniela Botello Nevárez,-71
106995,Mateo Vélez Baca,-79
106995,Ester Partida Marín,-65
106996,,104
107003,,68
107006,,57
107013,,61
,Sta. Marta Zambrano Sanabria,33
107015,Alejandra Gurule Lucero,-37
107015,Benito Villarreal Barreto,-102
,Gilberto Peres Merino,43
107016,,
107017,Daniel Pulido Covarrubias,-90
107018,,95
,Diana Murillo Riojas,
107026,,9
107027,César Ballesteros Rangel,-42
107029,,91
,Raquel Barrios Casas,18
,Emilia Caraballo Ruelas,49
107039,,
107039,,-51
,Alfredo Sotelo Hernandes,60
,Adán Mateo Arriaga,37
,Beatriz Franco Lucero,39
107061,,54
,Sta. Ana María González Delvalle,70
107065,Sr. José Puga Quiñónez,-67
,Lorena Rosario Gollum,43
107073,,62
107074,Silvia Delapaz Cepeda,-54
,Julia Casanova Rico,58
,Diana Yáñez Navarro,-47
,Sr. Caridad Rubio Quiroz,
107074,,
107077,,-19
107077,,8
,,68
107078,Patricio Ibarra Treviño,-33
107078,María Ureña Santacruz,-62
,Sra. Gabriela Parra Esparza,30
107079,Sancho Valles Lucio,-60
,Hugo Zaragoza Rojo,101
,Sr. José María Villaseñor Barraza,82
,Germán Villegas Carrera,50
,Mónica Velasco Vargas,97
,Benjamín Valles Madrigal,25
107099,,90
107099,,66
107104,Sta. Laura Uribe Fierro,-51
,Sta. Marco Antonio Arce Alcala,108
107105,Sra. José Eduardo Olivares Roldán,-90
,Rodrigo Serna Garay,79
,Carlota Ureña Villa,52
107116,,-10
107121,,64
,Jaime Benavídez Delarosa,12
107123,,55
,Ana María Velásquez Aponte,98
,María Cristina Hurtado Guardado,63
107129,Andrés Zavala Cervántez,-65
107130,,108
,Sra. Leticia Patiño Avilés,66
,Sr. Nicolás Galván García,109
,Sr. Ramona Zamora Segura,100
,Sr. Gabriela Garay Jaramillo,
,José Araña Beltrán,97
,Carla Garica Fonseca,10
,Sra. Clemente Miranda Gaitán,
107155,,48
,Concepción Domínquez Campos,79
107156,Daniela Zapata Puente,-72
107156,Sta. Alejandro Salcido Gil,-32
,Alejandra Nieves Delafuente,80
,Sra. Óscar Castillo Madrigal,
107157,Sra. Diego Negrón Olivo,-97
107162,Mateo Curiel Rendón,-10
,Cristina Farías Cervantes,78
107163,Sta. Teresa Badillo Reynoso,-62
107164,Inés Garica Vélez,-37
107164,,86
107165,Lucas Malave Alcántar,-28
107166,,73
107166,Sta. María Eugenia Uribe Rangel,-66
,María Luisa Palacios Chacón,57
,Sra. Vicente Leiva Posada,9
107178,Claudio Medina Ávalos,-89
107186,Sr. María Eugenia Laureano Cantú,-68
107189,,74
107193,,28
107217,Sofia Gutiérrez Cisneros,-34
,María Concepción Linares,48
,Lourdes Montaño Montoya,59
,Carlos Luevano Ybarra,18
107228,,6
107240,,88
107242,Elsa Lira Vanegas,-91
,Sergio Solorzano Quezada,39
107243,María Teresa Rael Badillo,-61
,Francisca Collazo Sierra,-86
,Mateo Varela Arriaga,55
,Vicente Acuña Zamudio,82
107247,,
107247,,56
,Elisa Lira Segura,22
,María Luisa Villalpando Delatorre,5
107253,,63
,Silvia Jiménez Portillo,48
,Teresa Castañeda Enríquez,97
107254,,78
,Claudia Quesada Pagan,10
,Sra. Luis Almanza Sánchez,76
107256,,100
,María Palomo Muñiz,-95
,,102
107258,Elvira Cedillo Saldivar,-78
107258,,66
,,83
107261,,24
107263,Carla Lara Luna,-22
107265,Sra. Alicia Paredes Chavarría,-59
107266,,77
,,58
107269,,82
107269,,71
107269,José María Suárez Garza,-66
,Caridad Chavarría Mateo,64
107276,,85
,Rocio Gutiérrez Merino,84
,Jacobo Negrete Polanco,84
107276,,
107277,Jesús Orosco Caldera,-77
,Sancho Mota Rascón,6
107277,,95
107278,Marilu Villalobos Velázquez,-41
107279,,41
,Sta. Felipe Segovia Bermúdez,8
107282,Gabriel de Jesús Ávalos,-50
,,48
,José María Rocha Guerra,65
107301,Ramiro Corrales Santana,-10
107313,,-43
,Sta. Gregorio Negrón Carrasco,7
,Soledad Pacheco Feliciano,58
107319,Marcos Zelaya Zamudio,-11
107319,,88
,Sra. Jerónimo Canales Godoy,85
107325,Sta. Catalina Cazares Cervántez,-10
107325,,80
,Susana Muñoz Fernández,50
107327,,94
107328,,19
107328,Rocio Madrigal Villalobos,-25
,Dolores Ferrer Cabrera,74
107328,,57
,Amalia Bonilla Beltrán,87
107348,Sra. Hugo Salinas Atencio,-60
107351,,55
,Maricarmen Quesada Preciado,79
,María Teresa Benítez Velasco,34
107363,,96
,Sr. Lourdes Acevedo Beltrán,69
107365,,91
,Emilia Águilar Garay,107
107371,Sta. Óscar Vásquez Zelaya,-27
107375,Sra. Patricia Villalpando Oquendo,-63
,María Eugenia Centeno Gallardo,
107377,,16
,,13
107379,,55
107379,,43
107432,Jorge Luis Rangel Núñez,-72
107389,Sta. Cristina Carranza Espino,-46
,Gonzalo Carrasquillo Castellanos,104
,Sra. Isabela Mejía Hinojosa,84
107400,Ramiro Casárez Delgado,-84
107405,,96
107406,,58
107433,Lucas Ballesteros Verduzco,-6
,Lorenzo Salgado Acosta,41
107411,,25
,Anita Rentería Villagómez,89
107431,,32
107431,,35
107434,,76
,Ernesto Ojeda Mateo,86
107435,,10
107439,Benito Cotto Medina,-93
107452,,43
,Sr. Estela Matos Hinojosa,83
,Sra. Mercedes Ballesteros Fernández,71
107485,,95
107485,Soledad Guillen Quiñones,-7
107485,,
107468,,4
107480,,-66
,Conchita Caraballo Ayala,103
107483,Juan Carlos Pacheco Melgar,-8
107484,,105
107489,,89
107489,Adán Espino Rivas,-58
107496,,16
,,62
107496,Sta. Mariano Tirado Arenas,-73
,Sta. Claudio Pichardo Madrid,99
,Sra. Gerardo López Delgadillo,64
107501,,85
,Gabriela Sanches Gil,99
,Micaela Armas Vega,65
,Lucas Dávila Hernandes,79
,Javier Sevilla Jasso,84
107508,Gustavo Osorio Atencio,-20
107512,,9
107517,,45
107517,Gerardo Enríquez Alcántar,-38
,Roberto Archuleta Olvera,85
107517,Mateo Roque Monroy,-100
107520,,
107521,,25
107527,,99
,David Galindo Guerra,105
,Pilar Mora Estévez,9
107532,,18
,Sergio Alaniz Lovato,107
,Germán Delafuente Vargas,63
107536,,21
,,85
107537,,10
107538,José García Galindo,-72
,Blanca Espinoza Zaragoza,54
,Silvia Serrano Alanis,52
,Benjamín Ocasio Lucio,13
107554,,44
107554,,80
107555,Cristian Rodarte Esquibel,-100
107555,,44
,Marta Medina Leiva,40
107559,,20
,Sra. Gilberto Pacheco Balderas,69
,Daniela Mateo Ferrer,47
107561,,54
107562,Armando Vásquez Adame,-68
107562,Jorge Luis Arenas Rico,-100
107563,,62
107563,,-48
107568,Catalina Laboy Armenta,-49
,Manuela Sáenz Jaimes,65
107571,,55
107577,Emilia Navarro Adorno,-47
,Conchita Alvarez Carmona,-54
107582,María Cristina Prieto Herrera,-109
107833,,52
107833,Gonzalo Riojas Otero,-81
107586,,8
107587,Sr. Juan Vásquez Tafoya,-38
107588,Rubén Nevárez Lira,-53
107588,,3
107589,Sta. María Teresa Mesa Atencio,-48
107590,,37
107590,,98
107590,Sta. Carla Armenta Ramos,-37
107593,,56
,Alberto Madrigal Enríquez,91
,Adela Madera Mares,102
,Esperanza Ledesma Solorzano,12
107595,,8
,Esperanza Loya Delapaz,99
107608,Sta. Armando Parra Sotelo,-14
107610,,-73
107611,,51
,Julio César Tejada Madera,67
107615,,28
107623,,64
107624,Sergio Flórez Carrera,-67
107625,Silvia Ochoa Salazar,-95
107647,Manuela Mascareñas Lozano,-30
107649,,92
107652,,36
107652,Gloria Muro Meléndez,-93
107664,,57
,Martín Armijo Posada,28
107668,,82
107671,Sr. Raúl Rosales Meza,-53
107672,,23
,Hugo Paredes Quezada,99
107678,Soledad Navarrete Pacheco,-51
107682,,50
107699,,35
,Samuel Viera Fernández,84
107705,,77
107706,Carmen Ballesteros Villa,-49
,Ana Luisa Mota Mata,81
107716,,-65
,Ana Luisa Prieto Bueno,-45
107716,,92
107716,,46
,Ernesto Páez Gutiérrez,71
107718,,33
107718,Rocio Marroquín Morales,-73
107718,,
,Elsa Negrete Olivera,102
107730,Federico Acuña Prieto,-48
,Gerardo Gaytán Collazo,97
107734,Santiago Báez Delrío,-52
,Sta. José Luis Berríos Ontiveros,43
107739,,66
107742,Diego Cavazos Tórrez,-85
107742,,75
107742,Alberto Soto Alvarado,-86
107743,,85
,Julio Brito Ramos,7
,Sr. Adela Carrasquillo Gastélum,33
107778,,110
,María Eugenia Benavides Alfaro,20
107779,Sra. Roberto Ávalos Alejandro,-99
,Juan Anaya Almanza,44
107780,Raquel Delafuente Guajardo,-44
,Amalia Abrego Vela,
107790,,109
107790,,61
107795,Jorge Luis Contreras Lira,-63
