nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Daniel Rivas Vela,Danielvela952@wass.com,6r5EvCFNDwQk,darive182,+56 9 5397 6707,3020713,2228,,,,0
Sergio Carvajal Barrientos,secaba790@outluc.com,0iwnaKsBKMMU9v,Sergiobarrientos661,+56 2 1564 3515,-24873095,-9952,,,,1
Ramón Zavala Patiño,Ramónpatiño136@viajes.cl,BWlnhhjmWw07wP,,+56 2 5018 7724,-8583598,,Nocturno,Fonasa,Full time,K
,susana4946269@viajes.cl,BdW8yTdwUkRnj6B,Susanamontemayor214,+56 2 8039 0810,,,Nocturno,Consalud,Full time,
María Elena Cordero Gutiérrez,Maríagutiérrez642@marmol.com,tU37YnilNi,maelcogu113,+56 2 3362 7239,-21831838,0,,,,K
Clara Valdivia Corrales,,1OP49mGZKbuW,clara1374681,+56 2 9581 1900,303769,,,Fonasa,Part time,K
José Jaimes Tirado,jojati469@edubus.cal,1A7LiTWVxXr96v,josé6345685,+56 9 5161 8130,,,,,,
Inés Leiva Ayala,,n4bt7kPMKamW4,inés3473793,+56 9 8675 1952,18705020,8133,,,,0
Eduardo Apodaca Cantú,Eduardocantú317@tourket.com,5x5mtJKXQJI26,eduardo2049174,+56 9 4819 2958,-3536560,0,,,,5
Hugo Laboy Soria,Hugosoria320@outluc.com,ewQCRbXmdq3eZlY,,+56 9 0435 5254,15069917,,,,,7
Ricardo Aparicio Rodrígez,Ricardorodrígez612@edubus.cal,5shSmMXnt6,riapro466,+56 2 0240 3027,7720685,18711,,,,K
Sta. Pablo Pedraza Sosa,stpapeso651@outluc.com,ZfyMW2dvneNrTN,Sta.sosa729,+56 2 3319 2417,2485050,0,,,,1
Diana Rocha Serrato,diana2611597@viajes.cl,KDKxJ2l36,Dianaserrato851,+56 2 1974 8194,4338946,,Nocturno,Fonasa,Full time,7
Esteban Peralta Serrano,espese578@wass.com,FM4kShOu2w03Bz,espese438,+56 2 2011 2060,9216265,6885,,,,6
Claudio Meza Patiño,Claudiopatiño520@outluc.com,rjtM6muaWU9P7z,Claudiopatiño224,+56 2 3250 2407,3250649,0,,,,6
,frcuca596@viajes.cl,SmgZ8VNXncT5y84,Franciscacarrasco968,+56 9 5751 4339,3657164,,,Consalud,Full time,0
Victoria Montez Cruz,victoria4265946@viajes.cl,,,+56 2 6521 9863,22985248,,Nocturno,Consalud,Part time,5
Horacio Alemán Espinal,horacio9560543@viajes.cl,AnNkjoE0L,,+56 9 3301 6322,-23462081,,Nocturno,Más vida,,9
Pedro Campos Córdova,pecacó921@viajes.cl,eSgkGhf3pRR4ufi,Pedrocórdova482,+56 2 4371 7855,2838033,,Nocturno,Banmédica,Part time,K
Gilberto Nájera Urías,,VdMnRWK9K84,gilberto1543266,+56 9 3751 1567,9172145,0,,,,7
María Soledad Duran Zamora,maría6701222@marmol.com,y9C8bNJLckxu,maría2821777,+56 9 6655 3543,1965672,0,,,,1
Sra. Manuela Cabán Lucero,srmacalu272@viajes.cl,1oluRQuC,Sra.lucero168,+56 2 8668 5707,,,Diurno,Más vida,Part time,
,Sra.calderón675@edubus.cal,,sra.6560936,+56 2 8846 7793,-7903850,279,,,,4
Timoteo Barela Apodaca,timoteo6321362@viajes.cl,g2sJpgpK9S7x,,+56 9 2538 5826,25735306,,Nocturno,Fonasa,Part time,0
Salvador Espinal Quezada,Salvadorquezada982@edubus.cal,eq8ZNy9jI,salvador8283647,+56 9 4725 9962,8490311,13797,,,,6
,esteban2064919@wass.com,HkUIY62O0yw5,Estebantamayo570,+56 2 1839 9289,6287490,362,,,,2
Gabriela Alonso Valle,Gabrielavalle883@marmol.com,,,+56 2 9770 7423,-7854417,0,,,,1
Sra. Arturo Ríos Rosario,srarríro296@viajesanma.com,oAJGW2P7DcNFh19,sra.3087263,+56 2 9417 8802,8891338,11288,,,,8
Diana Meléndez Tejada,Dianatejada392@edubus.cal,rjz2GQdJ1,dimete766,+56 9 0401 6418,4308218,10368,,,,3
Susana Santacruz Ballesteros,Susanaballesteros230@edubus.cal,OpR6RFmT2kI3icH,,+56 9 8743 1516,13801884,0,,,,9
Claudio Ávalos Figueroa,clávfi219@marmol.com,jOm6PF32k,claudio5327574,,3985688,902,,,,3
Rosalia Verdugo Lebrón,rovele135@edubus.cal,vCD02NgL9g9sjiA,rovele523,,6632882,1190,,,,1
Marilu Ordóñez Valdez,Mariluvaldez369@viajes.cl,cDi2I3Qzi44Ng,Mariluvaldez192,+56 9 8882 1589,5036088,,Nocturno,Más vida,Part time,1
Micaela Valle Solorio,mivaso830@wass.com,wDeuTndpu4tqva,micaela6262128,+56 9 9222 8379,4193270,8063,,,,8
Ricardo Tirado Rosas,,z1fKssEs45,ritiro614,+56 2 5462 4703,19064468,7007,,,,5
Elvira Bustamante Gallegos,elvira5287647@marmol.com,V7G0wHhxyD,elbuga330,+56 2 1387 5514,1193151,1029,,,,0
,joquna220@viajes.cl,Ig1uDJPekdo8ovr,joquna118,,21376369,,Nocturno,Fonasa,Part time,5
Sr. María Soledad Quintero Solís,Sr.solís190@wass.com,w2wmzGOuLqGw7ET,,+56 2 5032 9320,21547490,0,,,,9
Arturo Alba Malave,Arturomalave595@marmol.com,,Arturomalave789,+56 9 8267 0159,21475985,0,,,,3
Martín Jáquez Roybal,majáro736@viajes.cl,f4ArrOHEh5RExhq,Martínroybal593,+56 2 0512 8021,-2063994,,Diurno,Fonasa,Full time,6
Julio César Alfaro Madrid,jucéalma346@outluc.com,xius4eYn,Juliomadrid126,+56 2 9000 0490,9046783,10538,,,,2
Margarita Bahena Haro,margarita6882932@tourket.com,5w1r7J1kj5M,mabaha836,+56 9 3008 8809,7596084,248,,,,0
Ignacio Robles López,,FtP17v7F4,ignacio7633231,+56 9 5408 5425,755100,,Diurno,Consalud,Part time,2
Sta. Emilia Alarcón Tirado,sta.7753317@outluc.com,j7TLNiy4emVxDdN,Sta.tirado561,+56 2 2084 4985,5372304,0,,,,7
Benito Hurtado Tapia,,vqVPKkpb5,behuta987,+56 9 3461 7335,15833304,0,,,,K
Marcela Limón León,,1tq8UO2Bl,Marcelaleón917,+56 9 6389 1908,21378253,1174,,,,3
Federico Urías Ybarra,,3Be8qtEoQvBKTV,Federicoybarra723,+56 2 9745 0314,9571193,7078,,,,6
Sr. Mariana Águilar Valle,srmaágva989@viajes.cl,6O3tZtIweWxhKq1,sr.3309677,+56 9 3863 0489,2792912,,,Consalud,Full time,5
,junolu567@viajes.cl,C47kiIoK,junolu651,,13029087,,Diurno,,Part time,6
Marco Antonio Núñez Delarosa,maannúde825@edubus.cal,kRVkCbpVx5pNLOS,Marcodelarosa652,+56 2 1738 0332,-6593825,6776,,,,1
,Sta.jurado990@viajes.cl,AokGk0HZGEWyQ6f,Sta.jurado515,+56 2 4310 4171,26835656,,Diurno,Fonasa,Part time,8
,srvigave561@edubus.cal,xM4iqIrUr,sra.5403533,+56 2 4958 0219,13959062,,,,,7
Luis Alfaro Rodríquez,,STGbPfIt74dv,lualro551,+56 2 4912 7191,21380310,,Nocturno,,Full time,7
Ana Meraz Alcala,Anaalcala488@edubus.cal,OHL7ZZ1mbN,ana8947901,+56 2 1481 4169,2505445,0,,,,8
Benito Valdés Cervantes,benito297707@outluc.com,27ZchK9EYr,bevace512,+56 9 1789 8115,3459745,610,,,,6
Sra. Rodrigo Loera Toledo,Sra.toledo641@viajes.cl,x3E8YhrrBgF9,Sra.toledo192,+56 9 2728 1502,5946723,,Diurno,Más vida,Full time,9
Rosario Berríos Bermúdez,rosario4856527@viajes.cl,0YkUiQb9,Rosariobermúdez267,+56 9 4814 7422,8670862,,Nocturno,,Part time,0
,Estelareyna597@viajes.cl,BDk5eryXflBds4iF,Estelareyna751,+56 9 2551 0223,14948725,,Diurno,Banmédica,Full time,5
Clara Mondragón Hernández,Clarahernández240@tourket.com,bprr3eV4qpJ,Clarahernández630,+56 2 7104 4258,7705747,2790,,,,1
Benito Chacón Jiménez,bechji844@viajes.cl,3Lc2l8sL9tw3Bec,,+56 2 2719 2581,7095188,,Nocturno,Colmena,Full time,6
Emilio Solís Padilla,Emiliopadilla663@viajesanma.com,pnK8F2CM,Emiliopadilla983,+56 9 6676 7596,9604276,7570,,,,0
José Emilio Barragán Ortiz,Joséortiz931@tourket.com,,joembaor514,+56 2 8756 1964,20901915,0,,,,9
Sta. Leticia Orosco Villagómez,sta.5706868@viajes.cl,r8ocjxDuww,sta.8813292,+56 2 8690 5979,,,Diurno,Más vida,Part time,
Sta. Ana Burgos Salas,stanbusa280@viajes.cl,F276DMQdYop,sta.3863612,+56 2 8884 1589,9907959,,Nocturno,Banmédica,Part time,2
Sr. Manuel Quiñónez Montemayor,sr.7926462@marmol.com,u2WmTrpp236q12h,Sr.montemayor571,+56 2 2931 6103,1446598,-11720,,,,7
Sra. Jesús Almaraz Bahena,srjealba991@viajesanma.com,94eztxe33yeASm4J,Sra.bahena664,+56 2 9536 8993,1987303,7010,,,,K
Cecilia Zapata Ybarra,Ceciliaybarra953@wass.com,yQaZV3yte,,+56 2 7899 9930,8589480,0,,,,3
Raúl Pineda Lozada,Raúllozada880@marmol.com,GJgqnW1m,rapilo872,+56 9 6712 3564,-4444089,21027,,,,K
Adela Villalpando Llamas,Adelallamas253@wass.com,fN8vCebHWjJ7Nx,advill173,+56 9 8938 9587,-27698891,5685,,,,3
Soledad Venegas Brito,,tk4aSgC5zIT,Soledadbrito427,,-29983194,0,,,,9
Octavio Casárez Espino,octavio7758559@viajes.cl,iTAm2aZmu3v,Octavioespino202,+56 9 6491 5336,,,Nocturno,Más vida,Part time,
,Sta.dávila345@viajes.cl,onHyYBc6hZ,sta.3103173,+56 2 9525 8217,4638022,,Nocturno,Más vida,Full time,3
Federico Macías Arreola,Federicoarreola639@wass.com,PFRs0oE3js,Federicoarreola369,+56 9 6358 3840,6719279,,,,,6
,homero3693182@edubus.cal,F9yJM1EeXtsaH,,+56 9 8213 3554,13638219,5714,,,,5
Carlos Manzanares Díaz,carlos3895464@tourket.com,BUM91WKiTyosoznt,camadí149,+56 9 2556 7807,,13135,,,,
Octavio Morales Delafuente,Octaviodelafuente305@viajes.cl,3rMfBQOjnc,ocmode184,,286295,,,Colmena,Part time,6
Gilberto Toledo Velásquez,,tRWbsWYA3qtDRi,gilberto7761930,+56 9 8884 0369,-27790960,,,,,K
José Emilio Serrano Collazo,joemseco465@marmol.com,Ihy4OdtaHLvidz9,joemseco419,,3073722,9651,,,,9
Lola Villaseñor Serrano,lola8869630@marmol.com,0sso9Ru9ZTZgR,lola9319740,+56 2 5205 5137,6349002,7524,,,,4
Jaime Arevalo Coronado,jaime4919793@viajes.cl,rjmV85XX,jaime184690,+56 9 9478 6711,-28247365,,Diurno,Banmédica,Full time,8
Teodoro Téllez Solorzano,teodoro2026565@viajes.cl,bs1S2rEkhSd6Okib,teodoro5788228,+56 2 6294 9182,-1333690,,Diurno,Más vida,Full time,3
Jesús Nájera Muñoz,jenámu147@wass.com,PUspmykZfI86IhT,Jesúsmuñoz371,+56 2 9905 6472,5026300,15448,,,,2
Victoria Ríos Paredes,virípa639@wass.com,5o2yXjK9P1B,Victoriaparedes713,+56 9 5612 2524,2951982,0,,,,K
Diana Delafuente Delatorre,,goIgmV61G0DGy,diana8296765,+56 2 1505 8886,27551557,0,,,,4
Antonio Pulido Blanco,anpubl651@viajes.cl,npQX7z6Z,anpubl575,+56 2 7125 2144,-17440953,,Nocturno,Colmena,Full time,6
,elfero182@edubus.cal,g73vuB4DSrOeUUxG,elsa917219,,19801706,0,,,,K
Sta. Cristina Puga Jasso,stcrpuja208@wass.com,zn4OOC11,stcrpuja609,+56 9 9913 7094,-367165,14944,,,,8
Nicolás Limón Villarreal,nicolás9594898@marmol.com,,nilivi232,+56 2 0454 8215,2869586,2448,,,,1
Jacobo Carrion Salgado,jacasa432@viajes.cl,xta8kBP7K,,+56 9 5909 4805,-20646622,,Nocturno,Banmédica,Full time,7
Rubén Mascareñas Maldonado,Rubénmaldonado188@wass.com,tgA0T0hvv,rumama856,+56 2 0646 5616,-13180048,0,,,,7
Sra. Marcos de Jesús Saavedra,sra.486179@edubus.cal,,Sra.saavedra291,+56 2 7937 0398,8947132,11795,,,,K
Rosa Raya Balderas,Rosabalderas919@tourket.com,1Nnckzz9NorE,Rosabalderas585,,9591805,754,,,,0
Daniela Raya Armendáriz,Danielaarmendáriz840@viajesanma.com,TsM6jPheZ8ME,daraar540,+56 2 6612 2844,4145421,8164,,,,0
Claudia Méndez Corrales,clméco964@outluc.com,2B0dJObl,Claudiacorrales165,+56 9 4835 3436,-23793847,1364,,,,K
Mariana Valle Ortiz,,sxyKTOp5ZLJkl,mariana3548734,+56 2 6301 7576,7294907,,Diurno,Fonasa,,2
César Manzanares Carranza,Césarcarranza981@viajes.cl,shcLTekfZcCUP8k,Césarcarranza689,+56 9 8174 2591,6423332,,Nocturno,Consalud,Full time,7
,srcéespa175@outluc.com,6y3EqQcx,sra.291903,,9741087,17045,,,,9
Berta Casanova Valdivia,berta7166514@outluc.com,UW5vu2Or6JmI5,becava437,+56 9 1689 6110,,1134,,,,
Miguel Prieto Galván,miguel1934865@outluc.com,mFajT1FjS3fje6d6,miprga835,+56 2 3443 2959,1668356,,,,,6
Alfredo Ferrer Quintero,alfequ786@wass.com,AyhVNLM4PoL,Alfredoquintero841,,9830977,,,,,2
Ernesto Pizarro Cerda,Ernestocerda293@viajes.cl,,Ernestocerda554,+56 9 9922 7578,3349221,,Nocturno,Consalud,Full time,9
Sra. Eloisa Casas Reynoso,srelcare600@wass.com,5R5VLzue,,+56 2 4349 8801,8462862,7578,,,,K
Sofia Figueroa Cervantes,sofice903@outluc.com,X596huAb03,,+56 9 4246 6427,2279242,10036,,,,3
Guadalupe Rodarte Reyna,gurore913@viajes.cl,EHmLm6rP5u20eci,gurore734,+56 2 2148 1834,3050813,,Diurno,Banmédica,,0
Elena Delgado Navarro,Elenanavarro542@outluc.com,0z4gbtbP1NddKk,,+56 2 8309 8380,12853942,2520,,,,5
Jaime Suárez Amador,jasuam868@tourket.com,c2V3QduyE3YLv,jasuam708,+56 9 7168 1707,,0,,,,
Sra. Martín Gamboa Gallardo,Sra.gallardo737@outluc.com,iaEzMzQHibzrhF0P,Sra.gallardo991,+56 9 9314 0247,3291662,1620,,,,7
Cristina Duarte Valentín,crduva775@viajes.cl,PLNC2bOkB1Pi,,+56 9 5924 8753,,,Diurno,Banmédica,Full time,
Carla Olivo Juárez,Carlajuárez974@outluc.com,xN6vz3F4,,+56 2 5338 6593,8908639,0,,,,6
Blanca Batista Puente,Blancapuente777@marmol.com,3jkWYXYFdS,,+56 9 2326 9022,24504826,,,,,2
Ignacio Mena Negrete,ignacio7091829@edubus.cal,oCGW2gu5axambOrx,igmene376,+56 2 7253 9384,8386958,12034,,,,5
Raúl Gollum Flórez,Raúlflórez919@edubus.cal,gwkOw337JNejUqC,,+56 2 3603 7113,26069285,2149,,,,2
Felipe Alonso Carrillo,Felipecarrillo959@edubus.cal,ORsw3UazA2DU,fealca443,+56 2 7014 3089,7570708,0,,,,8
Sra. Rubén Balderas Cantú,Sra.cantú510@edubus.cal,V3afXX8jc,,+56 2 5552 8118,3322428,14608,,,,1
Sr. Fernando Farías Corral,srfefaco392@wass.com,Ztig44sh5EXx5,Sr.corral228,+56 2 8357 4767,9580912,5158,,,,K
Natalia Haro Peralta,nahape767@viajes.cl,HJqziOG7,natalia910581,+56 2 5547 8150,5194357,,Nocturno,Más vida,,0
Guillermo Blanco Bravo,gublbr795@edubus.cal,U9jSZu833FTPIp3I,guillermo3696880,+56 2 9498 7505,8548250,28249,,,,5
Clemente Mondragón Gollum,clmogo373@marmol.com,rOCHgwDn7whW6xx,Clementegollum921,+56 2 5399 3011,,1825,,,,
,sta.4768264@viajes.cl,eYtYKK8jHa,Sta.marrero868,+56 2 9574 2328,20916615,,Nocturno,Consalud,Part time,1
,miguel6197540@edubus.cal,lsgonC3LtteO2s,mipáro785,+56 2 2615 5503,22872343,10407,,,,6
Sta. Rebeca Villaseñor Soliz,streviso334@viajes.cl,u31J6rGNEawPXB1k,,+56 2 4019 4664,18739123,,Nocturno,Colmena,Full time,7
Andrés Garibay Casillas,angaca891@tourket.com,5oPpvIYGtS4,Andréscasillas892,+56 2 1560 1813,1229651,3216,,,,7
Lucas Arreola Aguayo,Lucasaguayo303@viajesanma.com,0hip2zLspIZ7d72,Lucasaguayo175,+56 2 7593 2516,6682283,0,,,,4
Sta. Roberto Verduzco Paredes,sta.5019948@viajesanma.com,eCFzNld6zuFJ4rvb,strovepa493,+56 2 3242 5862,557723,4920,,,,3
Sta. Jorge Vigil Esquivel,stjovies513@tourket.com,kxqbBNRcqVoR5t,stjovies723,+56 9 4969 0223,8541951,7472,,,,K
Jorge Araña Lozano,,UG7mn1C5P,Jorgelozano498,+56 2 7529 7341,-25886934,0,,,,6
Ricardo Tórrez Alva,Ricardoalva341@tourket.com,,ricardo6731529,+56 2 0599 8788,22557794,,,,,3
Clara Becerra Ávalos,clbeáv539@viajes.cl,,clara9683419,,25352565,,Nocturno,Colmena,Full time,7
Sra. Leonor Rael Deleón,Sra.deleón890@viajes.cl,XV0duxN4KsXeHTu,Sra.deleón704,+56 9 2036 7602,4685709,,,Fonasa,Part time,7
Sra. Catalina Rascón Guevara,Sra.guevara945@tourket.com,C808EZ8zJAMDjq,srcaragu646,+56 9 8414 1107,8973798,5350,,,,2
Sta. Marilu Valles Espinosa,,H8rv1OdKlrM,stmavaes909,+56 2 5252 2862,28429309,918,,,,6
Rocio Niño Osorio,Rocioosorio807@viajes.cl,Lzf5P67L,,,26987447,,Nocturno,Colmena,Part time,3
,juan970780@edubus.cal,3zAr0evmFeV5P5,jujama869,,16597930,6308,,,,3
,mónica5703787@viajes.cl,oy2nveqTFKkOKmw,,+56 2 8555 4995,17803526,,Nocturno,Consalud,Part time,6
Sta. Maricarmen Arroyo Santillán,stmaarsa493@viajes.cl,HJc4ZPdEX8X,stmaarsa402,+56 2 2044 3013,6045852,,Nocturno,Fonasa,Full time,9
Emilia Amaya Echevarría,emamec499@wass.com,dsoWKLV4V9K24ZQ,Emiliaechevarría876,+56 9 2603 1042,,9636,,,,
Alfonso Alcántar Crespo,alalcr894@edubus.cal,,alfonso5661780,,25825219,0,,,,5
Graciela Flores Páez,graciela7098549@marmol.com,VpR538GeQOtzIlat,Gracielapáez935,+56 9 7124 9795,323288,0,,,,3
Sancho Ocasio Correa,,8eLbrrJV5MwhP,saocco263,+56 9 6690 0775,-15360851,,Nocturno,Banmédica,Part time,2
Patricia Malave Delagarza,pamade476@viajes.cl,cnfOT3z1h2WnM,Patriciadelagarza198,+56 2 7643 8383,6185095,,Nocturno,Colmena,Full time,3
Rubén Santana Suárez,,iRgkAWQ3RZ39nB1,rusasu995,+56 2 3792 0220,1681685,0,,,,K
,Josécisneros723@wass.com,Z5fNw1VM4,josé4483328,+56 2 7396 9952,22283111,21853,,,,3
Sr. Rosario Maya Terán,Sr.terán806@wass.com,KfuPQD4CgL50H,sr.2416931,+56 2 0254 8901,-24153408,6501,,,,1
Federico Valladares Aragón,federico2279196@viajes.cl,WlUzL92gR8u,fevaar353,+56 9 3255 4728,9894274,,,Consalud,Full time,2
Jorge Luis Valdez Lara,joluvala897@viajes.cl,,Jorgelara526,+56 9 0277 0858,7518028,,Nocturno,Fonasa,Part time,4
Clara Alejandro Zarate,,BDKYdOEv5rkTsAhJ,clalza170,+56 2 3980 5436,9755227,,Nocturno,Colmena,Full time,4
Elsa Lerma Alanis,elsa2245643@viajes.cl,8KdURYr5,,+56 9 4452 7884,16742930,,Nocturno,Consalud,Part time,0
Dorotea Muñiz Saiz,dorotea9511864@marmol.com,EtiQpc8x4vtI45z,domusa652,+56 2 1291 9859,,-29255,,,,
Marco Antonio Casárez Guillen,maancagu980@marmol.com,alT7O6XwyUd8v,Marcoguillen777,+56 2 9577 0566,8835725,4191,,,,6
José Emilio Carrero Olmos,josé7260933@wass.com,HATlYMOQb0,josé1142232,+56 9 4299 6029,,4835,,,,
,mario8248936@viajesanma.com,OO2dYGyBuXA,mavava467,+56 9 0425 3336,7819354,-2614,,,,9
Sr. Caridad Cepeda Barreto,sr.6048743@viajesanma.com,,srcaceba555,+56 2 7277 0700,4329641,1761,,,,8
Fernando Peña Véliz,fepevé687@outluc.com,HpsOv7niS6n,fernando5521549,+56 2 7541 6869,,3774,,,,
Esperanza Fierro Alaniz,esfial523@wass.com,7mxYg05MV0Nt,esfial199,+56 9 5903 9508,7930651,9251,,,,7
Joaquín Quintero Villalpando,joaquín6801476@tourket.com,LynnWp8N97NBx,,+56 9 3183 7862,2732091,15439,,,,0
Víctor Holguín Quiñónez,Víctorquiñónez747@outluc.com,,,+56 9 1386 0945,,5040,,,,
Esteban Zepeda Camarillo,eszeca999@viajes.cl,KthRkuLYXeR90,eszeca737,+56 9 7187 0875,5451065,,Nocturno,Más vida,Part time,9
Sra. Samuel Griego Escamilla,sra.3720171@viajesanma.com,8Ggwhd4I3xwnhv,,+56 9 5897 5093,11263328,7612,,,,6
,reina6722345@outluc.com,QTc0D6ZVkmIAQwvm,,+56 2 2980 0105,28444660,,,,,7
Óscar Heredia Lozano,,mJA2UeqLezeOd0c,óscar9618368,+56 9 5611 3269,-13604144,7770,,,,4
,lumirira887@viajes.cl,,Luisrael753,+56 2 1671 7320,4208459,,Diurno,Fonasa,Part time,K
,daniel8523759@wass.com,XKjZ2d2k,daniel6793555,+56 9 8256 7435,29527969,5325,,,,9
,rimech251@viajes.cl,,rimech829,+56 2 4382 7809,11357252,,Nocturno,Colmena,Full time,3
Sr. María Teresa Longoria Delvalle,sr.7125611@wass.com,3no4uSj6xBS,,+56 2 4859 1109,28182272,805,,,,1
Sr. Carlota Bravo Burgos,sr.7623718@marmol.com,w3IyoyIkk58cxX,sr.8529792,+56 9 7807 5874,258771,5330,,,,8
Martín Delrío Patiño,madepa387@marmol.com,,Martínpatiño856,+56 9 0333 5879,-10001981,0,,,,7
Sr. Sara Osorio Cervántez,sr.4100692@wass.com,AkfCka0NSFE,Sr.cervántez190,+56 9 9162 5881,4539090,8250,,,,K
Gonzalo Garibay Mata,gonzalo1771280@outluc.com,I3J1itVN88ARjtml,gogama897,+56 2 6147 3789,-404532,7373,,,,7
Sta. Alejandra Raya Palomino,stalrapa296@marmol.com,NHPZW8Xdpr,sta.782560,+56 2 3557 3423,7421631,1596,,,,5
Teodoro Calvillo Zaragoza,tecaza414@viajesanma.com,8SMO69dD,tecaza708,+56 9 5340 7438,4220584,,,,,2
Marisol Cabán Cordero,macaco793@viajesanma.com,mBg6GkNMIm2n5,macaco642,+56 2 4665 7486,1356398,13404,,,,5
,alyábu227@tourket.com,rzdH3okL9eZcJ,alyábu673,+56 9 7564 9770,1617128,,,,,K
Sra. Gustavo Bahena Quintanilla,Sra.quintanilla493@viajesanma.com,BY4mjjTh,srgubaqu265,+56 2 7174 5333,1796407,,,,,0
Teresa Vergara Lomeli,teresa3771949@marmol.com,CM8toiKGGJ3,Teresalomeli824,+56 9 6246 1683,,0,,,,
,,sWJrdAnEpWBKHx3x,intrpa165,+56 2 8786 7565,27328207,15773,,,,6
Julio Osorio Bernal,julio610797@marmol.com,yem7HIDq,Juliobernal861,+56 9 6000 5891,3107332,2410,,,,4
Rosario Rodrígez Cardenas,,PLg1DN9iU,rosario1379769,+56 2 5761 0214,11110177,,Nocturno,Consalud,Full time,9
Esteban Cano Osorio,esteban5151798@marmol.com,,esteban4635579,+56 2 3663 4270,23169204,1512,,,,5
Rubén Navarro Rolón,rubén2238587@marmol.com,LutG6JEBHEaGju,runaro185,+56 9 1766 1352,1647621,1616,,,,8
Jacobo Cordero Guajardo,jacobo4678726@tourket.com,L0zHRQf8mFQ8Dd,jacogu274,+56 2 9099 0072,9542439,1273,,,,2
Sra. Julia Mesa Paz,sra.4566193@viajes.cl,lUAjJZ5XdXy,srjumepa787,+56 2 3190 1885,8761472,,,Fonasa,,7
Sta. Adela Zarate Ceballos,Sta.ceballos954@outluc.com,O7fAx96k8HD79B,stadzace550,+56 2 6684 6008,2467895,0,,,,4
Lilia Henríquez Cisneros,lilia1139785@outluc.com,K5xST2BexE,liheci410,+56 9 3449 5256,4322356,15093,,,,9
,Bertamuñiz554@outluc.com,05fjHe5cI,beesmu950,+56 9 9671 7268,26755505,0,,,,2
Caridad Nieto Amaya,caridad9546524@viajesanma.com,bOuaEe4pXkJx7fh,,+56 9 6224 8076,18206027,9040,,,,5
Guadalupe Espinoza Longoria,,J0bBN7EGkUc,gueslo392,+56 9 7901 4024,11232472,0,,,,0
Anita Orta Rodarte,,MG6SUxJ2,anorro274,+56 2 7337 6248,21198863,,Nocturno,Más vida,Full time,0
Sra. Marta Camarillo Escamilla,Sra.escamilla558@outluc.com,3Zkmtp0yKOb,Sra.escamilla226,+56 9 1197 5746,-16051010,1807,,,,2
Soledad Núñez Ceja,,3W5YA0OBNz,sonúce790,+56 9 8943 7152,12701198,5803,,,,2
Sr. Guillermina Girón Carmona,srgugica160@marmol.com,oXXI2ChB57,srgugica264,+56 9 0205 5477,5955721,1652,,,,1
Ramón Ramírez Meza,,nRE5xoVSRkqJOt2,ramón8948924,+56 9 5194 5597,9107708,9161,,,,6
Sra. Sofia Llamas Ávalos,srsolláv959@viajes.cl,eIj2iY92lwviE,srsolláv418,+56 9 6600 2989,3870131,,Diurno,Colmena,Full time,2
Alejandro Alejandro Muro,alejandro1114795@viajesanma.com,Kp4N7tz2vHVIA,alalmu678,+56 9 6779 5083,8396408,,,,,1
Fernando Toro Delao,Fernandodelao340@viajes.cl,,Fernandodelao468,+56 2 5123 6034,20442674,,Nocturno,Colmena,Part time,0
Blanca Pérez Acevedo,Blancaacevedo582@tourket.com,VJUOdvPNE5vg1p,blpéac945,+56 2 7172 0835,8471014,-16766,,,,8
,emilio2530805@viajesanma.com,9dJygijVE2,emcual759,+56 9 0182 7230,9234880,0,,,,6
Carlos Arenas Barrientos,Carlosbarrientos319@outluc.com,Ztni90e0,,+56 9 7131 9834,26161802,1420,,,,8
Sta. Jacobo Tapia Casárez,sta.9831297@wass.com,nvH0qZDDq,stjataca104,+56 2 7089 2878,9818770,0,,,,7
,cégudí854@wass.com,Mrxoy0728nOWeK,cégudí996,+56 9 6979 3504,27656744,-5070,,,,6
Silvia Niño Galván,Silviagalván671@viajes.cl,wOQBLi9ci3jnNA,,+56 9 6643 8729,10873782,,Nocturno,Más vida,Part time,4
Mario Vera Arellano,mario2445776@viajesanma.com,q0TFYHw3q63a,mavear405,+56 2 4703 4972,5341443,25030,,,,5
Sr. Silvia Ureña Pedraza,sr.9147514@edubus.cal,LHeN0H6lRd,sr.276190,+56 2 1851 2369,-2401539,0,,,,4
Yolanda Alemán Colunga,yoalco486@edubus.cal,f9L3YcCE,yolanda8513607,+56 2 9670 4993,9171868,9091,,,,5
Ramón Espinal Sevilla,ramón556395@tourket.com,rPOiRzXh6b2,Ramónsevilla778,+56 9 3096 6249,1778336,2658,,,,K
,isabel751632@viajesanma.com,jiZHlT4gkU6d2jD,ispuco479,+56 9 2352 8955,-20584250,8178,,,,0
,gemara488@outluc.com,4KBdILtss7Crb,germán9997437,+56 2 6729 2780,1431791,13047,,,,0
Sr. Lorena Maestas Armas,srlomaar495@viajesanma.com,VN9RvIMf0,Sr.armas931,+56 9 6404 6883,4324593,10572,,,,7
Sr. Jesús Arevalo Valencia,Sr.valencia524@wass.com,yETEPfZlbk4j81N,sr.7323607,+56 9 2996 6111,7433785,0,,,,6
Rocio Ponce Anguiano,Rocioanguiano798@viajes.cl,vj0Rpk5tN,rocio6423647,+56 2 1109 5946,8812294,,Diurno,Más vida,Part time,1
